2 | 9.61357116E4
8 | 9.61374760E4
16 | 9.61305332E4
24 | 9.61306860E4
32 | 9.61313820E4
40 | 9.61309624E4
48 | 9.61300276E4
56 | 9.61293412E4
64 | 9.61300944E4
72 | 9.61290836E4
80 | 9.61326124E4
88 | 9.61327744E4
96 | 9.61311816E4
104 | 9.61295700E4
112 | 9.61285592E4
120 | 9.61274528E4
128 | 9.61288260E4
136 | 9.61271952E4
144 | 9.61301424E4
152 | 9.61284256E4
160 | 9.61275576E4
169 | 9.61276340E4
179 | 9.61262036E4
187 | 9.61273288E4
195 | 9.61257268E4
204 | 9.61245252E4
212 | 9.61219596E4
220 | 9.61240100E4
228 | 9.61172104E4
236 | 9.61188604E4
244 | 9.61208916E4
253 | 9.61229040E4
262 | 9.61228848E4
270 | 9.61220072E4
278 | 9.61193656E4
286 | 9.61186504E4
294 | 9.61200524E4
302 | 9.61215116E4
310 | 9.61181640E4
318 | 9.61168860E4
327 | 9.61141872E4
335 | 9.61156560E4
345 | 9.61169720E4
354 | 9.61206724E4
361 | 9.61180876E4
369 | 9.61164856E4
379 | 9.61139680E4
387 | 9.61139776E4
395 | 9.61162948E4
403 | 9.61143016E4
411 | 9.61142160E4
419 | 9.61174776E4
427 | 9.61183452E4
435 | 9.61188888E4
443 | 9.61161996E4
451 | 9.61158084E4
460 | 9.61110688E4
468 | 9.61138628E4
477 | 9.61188316E4
485 | 9.61164568E4
493 | 9.61178588E4
501 | 9.61111640E4
509 | 9.61205484E4
517 | 9.61208916E4
525 | 9.61285592E4
533 | 9.61216448E4
542 | 9.61252500E4
550 | 9.61202240E4
558 | 9.61296560E4
566 | 9.61224364E4
574 | 9.61287688E4
582 | 9.61238288E4
590 | 9.61168480E4
598 | 9.61167528E4
606 | 9.61313820E4
614 | 9.61299992E4
622 | 9.61280632E4
630 | 9.61226844E4
639 | 9.61267756E4
648 | 9.61319924E4
656 | 9.61276056E4
664 | 9.61229896E4
672 | 9.61227608E4
680 | 9.61063384E4
688 | 9.61038016E4
696 | 9.61158372E4
704 | 9.61124516E4
713 | 9.61145876E4
721 | 9.61230944E4
729 | 9.61194420E4
737 | 9.61108780E4
745 | 9.61273480E4
753 | 9.61415388E4
761 | 9.61431408E4
770 | 9.61415864E4
778 | 9.61418436E4
787 | 9.61350252E4
795 | 9.61414720E4
803 | 9.61396504E4
811 | 9.61352444E4
820 | 9.61313440E4
829 | 9.61456488E4
837 | 9.61397268E4
845 | 9.61446476E4
852 | 9.61369516E4
860 | 9.61449432E4
868 | 9.61394596E4
876 | 9.61400128E4
884 | 9.61250304E4
892 | 9.61385156E4
901 | 9.61506844E4
909 | 9.61351204E4
919 | 9.61406516E4
926 | 9.61386872E4
934 | 9.61317540E4
942 | 9.61289312E4
950 | 9.61327076E4
960 | 9.61371900E4
967 | 9.61353968E4
975 | 9.61392212E4
983 | 9.61405088E4
991 | 9.61503504E4
1000 | 9.61611940E4
1009 | 9.61800672E4
1017 | 9.61978628E4
1025 | 9.62057592E4
1033 | 9.62059308E4
1041 | 9.62022780E4
1051 | 9.62105464E4
1059 | 9.62086104E4
1067 | 9.62187384E4
1074 | 9.62201024E4
1082 | 9.62239932E4
1090 | 9.62097836E4
1097 | 9.61994076E4
1105 | 9.62224580E4
1112 | 9.62289620E4
1120 | 9.62340640E4
1129 | 9.62735368E4
1137 | 9.62698460E4
1145 | 9.62576960E4
