1 | 9.61358548E4
8 | 9.61374760E4
17 | 9.61323452E4
26 | 9.61298848E4
34 | 9.61299228E4
42 | 9.61291696E4
51 | 9.61293220E4
59 | 9.61286164E4
68 | 9.61313820E4
77 | 9.61305904E4
86 | 9.61327648E4
94 | 9.61282824E4
102 | 9.61303712E4
110 | 9.61260224E4
118 | 9.61276816E4
126 | 9.61275768E4
135 | 9.61294840E4
144 | 9.61301424E4
152 | 9.61284256E4
160 | 9.61275576E4
170 | 9.61292552E4
178 | 9.61287404E4
187 | 9.61273288E4
196 | 9.61258028E4
205 | 9.61224748E4
214 | 9.61234568E4
222 | 9.61237812E4
231 | 9.61192228E4
239 | 9.61188412E4
248 | 9.61171816E4
257 | 9.61229992E4
266 | 9.61247824E4
274 | 9.61214924E4
282 | 9.61184788E4
291 | 9.61194324E4
300 | 9.61206152E4
308 | 9.61191272E4
318 | 9.61168956E4
326 | 9.61145304E4
334 | 9.61162664E4
342 | 9.61156272E4
351 | 9.61207676E4
361 | 9.61182308E4
369 | 9.61166572E4
377 | 9.61166000E4
386 | 9.61129572E4
395 | 9.61163236E4
404 | 9.61154460E4
414 | 9.61151792E4
423 | 9.61146640E4
431 | 9.61126328E4
440 | 9.61152744E4
449 | 9.61163332E4
457 | 9.61143016E4
467 | 9.61110020E4
475 | 9.61128996E4
484 | 9.61090372E4
492 | 9.61143876E4
501 | 9.61047840E4
510 | 9.61065100E4
518 | 9.61059000E4
526 | 9.61111736E4
534 | 9.61049460E4
542 | 9.61112116E4
550 | 9.61017896E4
559 | 9.61066248E4
568 | 9.61044788E4
578 | 9.61040688E4
586 | 9.61011792E4
595 | 9.60961340E4
603 | 9.60972308E4
612 | 9.61000348E4
620 | 9.60966776E4
629 | 9.60972024E4
637 | 9.60935880E4
645 | 9.60957432E4
653 | 9.60937880E4
663 | 9.60976124E4
671 | 9.60951424E4
679 | 9.60916044E4
688 | 9.60923196E4
696 | 9.60872652E4
703 | 9.60881136E4
712 | 9.60858916E4
719 | 9.60864448E4
727 | 9.60829164E4
735 | 9.60769652E4
743 | 9.60812092E4
752 | 9.60836792E4
760 | 9.60778904E4
770 | 9.60755636E4
779 | 9.60727312E4
787 | 9.60725880E4
795 | 9.60700988E4
803 | 9.60702132E4
812 | 9.60701848E4
821 | 9.60651780E4
829 | 9.60616492E4
837 | 9.60652352E4
846 | 9.60641764E4
854 | 9.60611820E4
863 | 9.60581112E4
871 | 9.60557364E4
880 | 9.60539340E4
889 | 9.60565852E4
897 | 9.60539244E4
905 | 9.60529232E4
915 | 9.60474492E4
923 | 9.60459232E4
933 | 9.60415460E4
941 | 9.60587596E4
949 | 9.60271264E4
959 | 9.60159208E4
967 | 9.59965324E4
975 | 9.59687900E4
983 | 9.59412384E4
991 | 9.59340764E4
999 | 9.59650708E4
1007 | 9.60249232E4
1016 | 9.60801792E4
1024 | 9.61247444E4
1032 | 9.61446380E4
1040 | 9.61631108E4
1050 | 9.61485480E4
1058 | 9.61097144E4
1067 | 9.60512352E4
1076 | 9.59623336E4
1084 | 9.58923912E4
1092 | 9.58732988E4
1100 | 9.58890724E4
1108 | 9.59422684E4
1116 | 9.60015868E4
1125 | 9.60560800E4
1133 | 9.60922432E4
1143 | 9.60745812E4
1152 | 9.60108184E4
1160 | 9.59578608E4
1169 | 9.59015276E4
1177 | 9.58578108E4
1185 | 9.58293916E4
1195 | 9.58233736E4
1202 | 9.58364488E4
1210 | 9.58829116E4
1219 | 9.59417532E4
1228 | 9.59784700E4
1237 | 9.60579872E4
1245 | 9.61055660E4
1253 | 9.60757540E4
1263 | 9.60046292E4
1272 | 9.59290600E4
1280 | 9.58908272E4
1288 | 9.58805560E4
1296 | 9.59322072E4
1304 | 9.59900664E4
1313 | 9.60488128E4
1321 | 9.60923100E4
1329 | 9.60995388E4
1339 | 9.60715200E4
1346 | 9.60284136E4
1353 | 9.59670256E4
1361 | 9.59134196E4
1369 | 9.58555604E4
1378 | 9.58426760E4
1386 | 9.58716584E4
1394 | 9.59265612E4
1401 | 9.60212804E4
1411 | 9.61046504E4
1418 | 9.61619188E4
1426 | 9.61345480E4
1433 | 9.60889052E4
1441 | 9.60179996E4
1449 | 9.59442996E4
1457 | 9.59106732E4
1464 | 9.59016324E4
1472 | 9.58384896E4
1480 | 9.56439304E4
1488 | 9.52848624E4
1496 | 9.49430276E4
1504 | 9.45478440E4
1511 | 9.40746592E4
1519 | 9.33740616E4
1527 | 9.26193142E4
1535 | 9.17996406E4
1545 | 9.07043839E4
1552 | 8.98591040E4
1560 | 8.88094136E4
1567 | 8.78605936E4
1575 | 8.67330840E4
1583 | 8.56175136E4
1591 | 8.45096588E4
1599 | 8.34032440E4
1606 | 8.24756240E4
1614 | 8.14233017E4
1622 | 8.04158974E4
1631 | 7.94351528E4
1638 | 7.85730504E4
1646 | 7.77866936E4
1654 | 7.70104120E4
1662 | 7.62859060E4
1670 | 7.54561712E4
1678 | 7.46485756E4
1686 | 7.37588024E4
1694 | 7.28406764E4
1702 | 7.19338418E4
1710 | 7.10732079E4
1718 | 7.02281761E4
1725 | 6.95591400E4
1732 | 6.88993976E4
1740 | 6.81364728E4
1748 | 6.73468968E4
1756 | 6.65724848E4
1764 | 6.58122160E4
1773 | 6.50295876E4
1780 | 6.44342424E4
1788 | 6.37725164E4
1796 | 6.30401182E4
1804 | 6.24787902E4
1812 | 6.17971324E4
1820 | 6.11098957E4
1829 | 6.02900982E4
1836 | 5.96917152E4
1844 | 5.90229032E4
1851 | 5.84088232E4
1859 | 5.77863744E4
1866 | 5.72256184E4
1874 | 5.66626072E4
1882 | 5.61046316E4
1890 | 5.55092144E4
1898 | 5.49419548E4
1906 | 5.43874072E4
1914 | 5.37739848E4
1921 | 5.32973958E4
1929 | 5.26899862E4
1938 | 5.19540310E4
1945 | 5.14901972E4
1953 | 5.10687065E4
1961 | 5.05749846E4
1969 | 4.99854376E4
1977 | 4.94688320E4
1985 | 4.90241096E4
1994 | 4.84503840E4
2001 | 4.80024576E4
2008 | 4.75553368E4
2015 | 4.71031856E4
2023 | 4.65948056E4
2031 | 4.61347436E4
2039 | 4.57200432E4
2048 | 4.52097084E4
2055 | 4.48309184E4
2062 | 4.44552900E4
2070 | 4.41174888E4
2078 | 4.37396192E4
2085 | 4.34532692E4
2093 | 4.32201862E4
2101 | 4.30166674E4
2108 | 4.28302478E4
2115 | 4.26402188E4
2121 | 4.24612522E4
2129 | 4.22698212E4
2136 | 4.20789098E4
2143 | 4.19143056E4
2151 | 4.17968894E4
2159 | 4.16682053E4
2167 | 4.15241575E4
2175 | 4.13566113E4
2183 | 4.11619234E4
2190 | 4.09958363E4
2196 | 4.08992672E4
2205 | 4.07983256E4
2212 | 4.06998253E4
2219 | 4.06168986E4
2227 | 4.04747439E4
2235 | 4.03152037E4
2242 | 4.02117586E4
2250 | 4.01142407E4
2259 | 4.00176811E4
2266 | 3.99285696E4
2273 | 3.98096160E4
2281 | 3.96993616E4
2288 | 3.95692016E4
2295 | 3.95341328E4
2303 | 3.94654128E4
2311 | 3.93942808E4
2319 | 3.92815808E4
2327 | 3.91588304E4
2335 | 3.90728784E4
2343 | 3.90007640E4
2350 | 3.89224672E4
2357 | 3.88416600E4
2364 | 3.87425736E4
2372 | 3.86666800E4
2380 | 3.85911320E4
2388 | 3.84677288E4
2397 | 3.83935976E4
2405 | 3.82754208E4
2413 | 3.81755304E4
2419 | 3.81023264E4
2428 | 3.79926680E4
